site_id,well_id,cell_type,dataset,experiment,plate,well,site,well_type,sirna,sirna_id,split1
U2OS-05_4_G22_1,U2OS-05_4_G22,U2OS,test,U2OS-05,4,G22,1,treatment,s18634,908,test
U2OS-05_4_G22_2,U2OS-05_4_G22,U2OS,test,U2OS-05,4,G22,2,treatment,s18634,908,valid
U2OS-05_4_G23_1,U2OS-05_4_G23,U2OS,test,U2OS-05,4,G23,1,treatment,s19154,992,test
U2OS-05_4_G23_2,U2OS-05_4_G23,U2OS,test,U2OS-05,4,G23,2,treatment,s19154,992,test
U2OS-05_4_H02_1,U2OS-05_4_H02,U2OS,test,U2OS-05,4,H02,1,treatment,s20483,1087,test
U2OS-05_4_H02_2,U2OS-05_4_H02,U2OS,test,U2OS-05,4,H02,2,treatment,s20483,1087,test
U2OS-05_4_H03_1,U2OS-05_4_H03,U2OS,test,U2OS-05,4,H03,1,positive_control,s501392,1132,test
U2OS-05_4_H03_2,U2OS-05_4_H03,U2OS,test,U2OS-05,4,H03,2,positive_control,s501392,1132,test
U2OS-05_4_H04_1,U2OS-05_4_H04,U2OS,test,U2OS-05,4,H04,1,treatment,s20226,658,test
U2OS-05_4_H04_2,U2OS-05_4_H04,U2OS,test,U2OS-05,4,H04,2,treatment,s20226,658,test
U2OS-05_4_H05_1,U2OS-05_4_H05,U2OS,test,U2OS-05,4,H05,1,treatment,s19358,637,test
U2OS-05_4_H05_2,U2OS-05_4_H05,U2OS,test,U2OS-05,4,H05,2,treatment,s19358,637,test
U2OS-05_4_H06_1,U2OS-05_4_H06,U2OS,test,U2OS-05,4,H06,1,treatment,s19199,679,test
U2OS-05_4_H06_2,U2OS-05_4_H06,U2OS,test,U2OS-05,4,H06,2,treatment,s19199,679,valid
U2OS-05_4_H07_1,U2OS-05_4_H07,U2OS,test,U2OS-05,4,H07,1,positive_control,s501351,1130,test
U2OS-05_4_H07_2,U2OS-05_4_H07,U2OS,test,U2OS-05,4,H07,2,positive_control,s501351,1130,test
U2OS-05_4_H08_1,U2OS-05_4_H08,U2OS,test,U2OS-05,4,H08,1,treatment,s19750,51,valid
U2OS-05_4_H08_2,U2OS-05_4_H08,U2OS,test,U2OS-05,4,H08,2,treatment,s19750,51,test
U2OS-05_4_H09_1,U2OS-05_4_H09,U2OS,test,U2OS-05,4,H09,1,treatment,s195047,533,test
U2OS-05_4_H09_2,U2OS-05_4_H09,U2OS,test,U2OS-05,4,H09,2,treatment,s195047,533,test
U2OS-05_4_H10_1,U2OS-05_4_H10,U2OS,test,U2OS-05,4,H10,1,treatment,s18911,125,test
U2OS-05_4_H10_2,U2OS-05_4_H10,U2OS,test,U2OS-05,4,H10,2,treatment,s18911,125,test
U2OS-05_4_H11_1,U2OS-05_4_H11,U2OS,test,U2OS-05,4,H11,1,positive_control,s501309,1126,test
U2OS-05_4_H11_2,U2OS-05_4_H11,U2OS,test,U2OS-05,4,H11,2,positive_control,s501309,1126,test
U2OS-05_4_H12_1,U2OS-05_4_H12,U2OS,test,U2OS-05,4,H12,1,treatment,s225423,114,test
U2OS-05_4_H12_2,U2OS-05_4_H12,U2OS,test,U2OS-05,4,H12,2,treatment,s225423,114,train
U2OS-05_4_H13_1,U2OS-05_4_H13,U2OS,test,U2OS-05,4,H13,1,treatment,s18676,678,valid
U2OS-05_4_H13_2,U2OS-05_4_H13,U2OS,test,U2OS-05,4,H13,2,treatment,s18676,678,train
U2OS-05_4_H14_1,U2OS-05_4_H14,U2OS,test,U2OS-05,4,H14,1,treatment,s228480,380,test
U2OS-05_4_H14_2,U2OS-05_4_H14,U2OS,test,U2OS-05,4,H14,2,treatment,s228480,380,test
U2OS-05_4_H15_1,U2OS-05_4_H15,U2OS,test,U2OS-05,4,H15,1,positive_control,s194768,1117,test
U2OS-05_4_H15_2,U2OS-05_4_H15,U2OS,test,U2OS-05,4,H15,2,positive_control,s194768,1117,test
U2OS-05_4_H16_1,U2OS-05_4_H16,U2OS,test,U2OS-05,4,H16,1,treatment,s19477,652,test
U2OS-05_4_H16_2,U2OS-05_4_H16,U2OS,test,U2OS-05,4,H16,2,treatment,s19477,652,test
U2OS-05_4_H17_1,U2OS-05_4_H17,U2OS,test,U2OS-05,4,H17,1,treatment,s225425,666,train
U2OS-05_4_H17_2,U2OS-05_4_H17,U2OS,test,U2OS-05,4,H17,2,treatment,s225425,666,valid
U2OS-05_4_H18_1,U2OS-05_4_H18,U2OS,test,U2OS-05,4,H18,1,treatment,s17780,1074,test
U2OS-05_4_H18_2,U2OS-05_4_H18,U2OS,test,U2OS-05,4,H18,2,treatment,s17780,1074,valid
U2OS-05_4_H19_1,U2OS-05_4_H19,U2OS,test,U2OS-05,4,H19,1,positive_control,s501295,1124,test
U2OS-05_4_H19_2,U2OS-05_4_H19,U2OS,test,U2OS-05,4,H19,2,positive_control,s501295,1124,test
U2OS-05_4_H20_1,U2OS-05_4_H20,U2OS,test,U2OS-05,4,H20,1,treatment,s18334,185,test
U2OS-05_4_H20_2,U2OS-05_4_H20,U2OS,test,U2OS-05,4,H20,2,treatment,s18334,185,test
U2OS-05_4_H21_1,U2OS-05_4_H21,U2OS,test,U2OS-05,4,H21,1,treatment,s19391,387,test
U2OS-05_4_H21_2,U2OS-05_4_H21,U2OS,test,U2OS-05,4,H21,2,treatment,s19391,387,test
U2OS-05_4_H22_1,U2OS-05_4_H22,U2OS,test,U2OS-05,4,H22,1,positive_control,s4165,1123,test
U2OS-05_4_H22_2,U2OS-05_4_H22,U2OS,test,U2OS-05,4,H22,2,positive_control,s4165,1123,test
U2OS-05_4_H23_1,U2OS-05_4_H23,U2OS,test,U2OS-05,4,H23,1,treatment,s19088,546,test
U2OS-05_4_H23_2,U2OS-05_4_H23,U2OS,test,U2OS-05,4,H23,2,treatment,s19088,546,test
U2OS-05_4_I02_1,U2OS-05_4_I02,U2OS,test,U2OS-05,4,I02,1,treatment,s18640,168,test
U2OS-05_4_I02_2,U2OS-05_4_I02,U2OS,test,U2OS-05,4,I02,2,treatment,s18640,168,train
U2OS-05_4_I03_1,U2OS-05_4_I03,U2OS,test,U2OS-05,4,I03,1,treatment,s228512,326,test
U2OS-05_4_I03_2,U2OS-05_4_I03,U2OS,test,U2OS-05,4,I03,2,treatment,s228512,326,test
U2OS-05_4_I04_1,U2OS-05_4_I04,U2OS,test,U2OS-05,4,I04,1,treatment,s17999,145,test
U2OS-05_4_I04_2,U2OS-05_4_I04,U2OS,test,U2OS-05,4,I04,2,treatment,s17999,145,train
U2OS-05_4_I05_1,U2OS-05_4_I05,U2OS,test,U2OS-05,4,I05,1,treatment,s225418,866,test
U2OS-05_4_I05_2,U2OS-05_4_I05,U2OS,test,U2OS-05,4,I05,2,treatment,s225418,866,valid
U2OS-05_4_I06_1,U2OS-05_4_I06,U2OS,test,U2OS-05,4,I06,1,treatment,s225439,1068,test
U2OS-05_4_I06_2,U2OS-05_4_I06,U2OS,test,U2OS-05,4,I06,2,treatment,s225439,1068,test
U2OS-05_4_I07_1,U2OS-05_4_I07,U2OS,test,U2OS-05,4,I07,1,treatment,s20208,477,train
U2OS-05_4_I07_2,U2OS-05_4_I07,U2OS,test,U2OS-05,4,I07,2,treatment,s20208,477,test
U2OS-05_4_I08_1,U2OS-05_4_I08,U2OS,test,U2OS-05,4,I08,1,treatment,s18712,545,test
U2OS-05_4_I08_2,U2OS-05_4_I08,U2OS,test,U2OS-05,4,I08,2,treatment,s18712,545,test
U2OS-05_4_I09_1,U2OS-05_4_I09,U2OS,test,U2OS-05,4,I09,1,treatment,s20184,808,test
U2OS-05_4_I09_2,U2OS-05_4_I09,U2OS,test,U2OS-05,4,I09,2,treatment,s20184,808,train
U2OS-05_4_I10_1,U2OS-05_4_I10,U2OS,test,U2OS-05,4,I10,1,treatment,s20724,990,test
U2OS-05_4_I10_2,U2OS-05_4_I10,U2OS,test,U2OS-05,4,I10,2,treatment,s20724,990,test
U2OS-05_4_I11_1,U2OS-05_4_I11,U2OS,test,U2OS-05,4,I11,1,treatment,s19175,255,valid
U2OS-05_4_I11_2,U2OS-05_4_I11,U2OS,test,U2OS-05,4,I11,2,treatment,s19175,255,test
U2OS-05_4_I12_1,U2OS-05_4_I12,U2OS,test,U2OS-05,4,I12,1,treatment,s19121,237,test
U2OS-05_4_I12_2,U2OS-05_4_I12,U2OS,test,U2OS-05,4,I12,2,treatment,s19121,237,test
U2OS-05_4_I13_1,U2OS-05_4_I13,U2OS,test,U2OS-05,4,I13,1,treatment,s17975,886,test
U2OS-05_4_I13_2,U2OS-05_4_I13,U2OS,test,U2OS-05,4,I13,2,treatment,s17975,886,test
U2OS-05_4_I14_1,U2OS-05_4_I14,U2OS,test,U2OS-05,4,I14,1,treatment,s20612,955,test
U2OS-05_4_I14_2,U2OS-05_4_I14,U2OS,test,U2OS-05,4,I14,2,treatment,s20612,955,test
U2OS-05_4_I15_1,U2OS-05_4_I15,U2OS,test,U2OS-05,4,I15,1,treatment,s228501,142,test
U2OS-05_4_I15_2,U2OS-05_4_I15,U2OS,test,U2OS-05,4,I15,2,treatment,s228501,142,valid
U2OS-05_4_I16_1,U2OS-05_4_I16,U2OS,test,U2OS-05,4,I16,1,treatment,s18313,593,test
U2OS-05_4_I16_2,U2OS-05_4_I16,U2OS,test,U2OS-05,4,I16,2,treatment,s18313,593,test
U2OS-05_4_I17_1,U2OS-05_4_I17,U2OS,test,U2OS-05,4,I17,1,treatment,s19313,444,train
U2OS-05_4_I17_2,U2OS-05_4_I17,U2OS,test,U2OS-05,4,I17,2,treatment,s19313,444,test
U2OS-05_4_I18_1,U2OS-05_4_I18,U2OS,test,U2OS-05,4,I18,1,treatment,s19169,279,test
U2OS-05_4_I18_2,U2OS-05_4_I18,U2OS,test,U2OS-05,4,I18,2,treatment,s19169,279,test
U2OS-05_4_I19_1,U2OS-05_4_I19,U2OS,test,U2OS-05,4,I19,1,treatment,s19295,802,valid
U2OS-05_4_I19_2,U2OS-05_4_I19,U2OS,test,U2OS-05,4,I19,2,treatment,s19295,802,test
U2OS-05_4_I20_1,U2OS-05_4_I20,U2OS,test,U2OS-05,4,I20,1,treatment,s20462,115,test
U2OS-05_4_I20_2,U2OS-05_4_I20,U2OS,test,U2OS-05,4,I20,2,treatment,s20462,115,valid
U2OS-05_4_I21_1,U2OS-05_4_I21,U2OS,test,U2OS-05,4,I21,1,treatment,s18562,646,test
U2OS-05_4_I21_2,U2OS-05_4_I21,U2OS,test,U2OS-05,4,I21,2,treatment,s18562,646,train
U2OS-05_4_I22_1,U2OS-05_4_I22,U2OS,test,U2OS-05,4,I22,1,treatment,s225428,860,test
U2OS-05_4_I22_2,U2OS-05_4_I22,U2OS,test,U2OS-05,4,I22,2,treatment,s225428,860,valid
U2OS-05_4_I23_1,U2OS-05_4_I23,U2OS,test,U2OS-05,4,I23,1,treatment,s18950,167,valid
U2OS-05_4_I23_2,U2OS-05_4_I23,U2OS,test,U2OS-05,4,I23,2,treatment,s18950,167,test
U2OS-05_4_J02_1,U2OS-05_4_J02,U2OS,test,U2OS-05,4,J02,1,treatment,s225431,995,test
U2OS-05_4_J02_2,U2OS-05_4_J02,U2OS,test,U2OS-05,4,J02,2,treatment,s225431,995,test
U2OS-05_4_J03_1,U2OS-05_4_J03,U2OS,test,U2OS-05,4,J03,1,positive_control,s3887,1122,test
U2OS-05_4_J03_2,U2OS-05_4_J03,U2OS,test,U2OS-05,4,J03,2,positive_control,s3887,1122,test
U2OS-05_4_J04_1,U2OS-05_4_J04,U2OS,test,U2OS-05,4,J04,1,treatment,s225422,1071,test
U2OS-05_4_J04_2,U2OS-05_4_J04,U2OS,test,U2OS-05,4,J04,2,treatment,s225422,1071,valid
U2OS-05_4_J05_1,U2OS-05_4_J05,U2OS,test,U2OS-05,4,J05,1,treatment,s19615,369,valid
U2OS-05_4_J05_2,U2OS-05_4_J05,U2OS,test,U2OS-05,4,J05,2,treatment,s19615,369,test
U2OS-05_4_J06_1,U2OS-05_4_J06,U2OS,test,U2OS-05,4,J06,1,treatment,s18625,289,test
U2OS-05_4_J06_2,U2OS-05_4_J06,U2OS,test,U2OS-05,4,J06,2,treatment,s18625,289,test
U2OS-05_4_J07_1,U2OS-05_4_J07,U2OS,test,U2OS-05,4,J07,1,positive_control,s501342,1129,test
U2OS-05_4_J07_2,U2OS-05_4_J07,U2OS,test,U2OS-05,4,J07,2,positive_control,s501342,1129,test
U2OS-05_4_J08_1,U2OS-05_4_J08,U2OS,test,U2OS-05,4,J08,1,treatment,s18070,53,test
U2OS-05_4_J08_2,U2OS-05_4_J08,U2OS,test,U2OS-05,4,J08,2,treatment,s18070,53,test
U2OS-05_4_J09_1,U2OS-05_4_J09,U2OS,test,U2OS-05,4,J09,1,treatment,s18157,250,test
U2OS-05_4_J09_2,U2OS-05_4_J09,U2OS,test,U2OS-05,4,J09,2,treatment,s18157,250,test
U2OS-05_4_J10_1,U2OS-05_4_J10,U2OS,test,U2OS-05,4,J10,1,treatment,s18830,1093,valid
U2OS-05_4_J10_2,U2OS-05_4_J10,U2OS,test,U2OS-05,4,J10,2,treatment,s18830,1093,test
U2OS-05_4_J11_1,U2OS-05_4_J11,U2OS,test,U2OS-05,4,J11,1,positive_control,s24587,1119,test
U2OS-05_4_J11_2,U2OS-05_4_J11,U2OS,test,U2OS-05,4,J11,2,positive_control,s24587,1119,valid
U2OS-05_4_J12_1,U2OS-05_4_J12,U2OS,test,U2OS-05,4,J12,1,treatment,s19115,707,test
U2OS-05_4_J12_2,U2OS-05_4_J12,U2OS,test,U2OS-05,4,J12,2,treatment,s19115,707,test
U2OS-05_4_J13_1,U2OS-05_4_J13,U2OS,test,U2OS-05,4,J13,1,treatment,s19876,319,test
U2OS-05_4_J13_2,U2OS-05_4_J13,U2OS,test,U2OS-05,4,J13,2,treatment,s19876,319,test
U2OS-05_4_J14_1,U2OS-05_4_J14,U2OS,test,U2OS-05,4,J14,1,treatment,s20008,21,test
U2OS-05_4_J14_2,U2OS-05_4_J14,U2OS,test,U2OS-05,4,J14,2,treatment,s20008,21,valid
U2OS-05_4_J15_1,U2OS-05_4_J15,U2OS,test,U2OS-05,4,J15,1,positive_control,s7128,1136,test
U2OS-05_4_J15_2,U2OS-05_4_J15,U2OS,test,U2OS-05,4,J15,2,positive_control,s7128,1136,test
U2OS-05_4_J16_1,U2OS-05_4_J16,U2OS,test,U2OS-05,4,J16,1,treatment,s18986,1012,test
U2OS-05_4_J16_2,U2OS-05_4_J16,U2OS,test,U2OS-05,4,J16,2,treatment,s18986,1012,test
U2OS-05_4_J17_1,U2OS-05_4_J17,U2OS,test,U2OS-05,4,J17,1,treatment,s18715,527,test
U2OS-05_4_J17_2,U2OS-05_4_J17,U2OS,test,U2OS-05,4,J17,2,treatment,s18715,527,test
U2OS-05_4_J18_1,U2OS-05_4_J18,U2OS,test,U2OS-05,4,J18,1,treatment,s19055,377,test
U2OS-05_4_J18_2,U2OS-05_4_J18,U2OS,test,U2OS-05,4,J18,2,treatment,s19055,377,test
U2OS-05_4_J19_1,U2OS-05_4_J19,U2OS,test,U2OS-05,4,J19,1,positive_control,s501323,1127,test
U2OS-05_4_J19_2,U2OS-05_4_J19,U2OS,test,U2OS-05,4,J19,2,positive_control,s501323,1127,test
U2OS-05_4_J20_1,U2OS-05_4_J20,U2OS,test,U2OS-05,4,J20,1,treatment,s228475,805,valid
U2OS-05_4_J20_2,U2OS-05_4_J20,U2OS,test,U2OS-05,4,J20,2,treatment,s228475,805,test
U2OS-05_4_J21_1,U2OS-05_4_J21,U2OS,test,U2OS-05,4,J21,1,treatment,s19927,625,valid
U2OS-05_4_J21_2,U2OS-05_4_J21,U2OS,test,U2OS-05,4,J21,2,treatment,s19927,625,train
U2OS-05_4_J22_1,U2OS-05_4_J22,U2OS,test,U2OS-05,4,J22,1,positive_control,s12279,1110,test
U2OS-05_4_J22_2,U2OS-05_4_J22,U2OS,test,U2OS-05,4,J22,2,positive_control,s12279,1110,test
U2OS-05_4_J23_1,U2OS-05_4_J23,U2OS,test,U2OS-05,4,J23,1,treatment,s19079,1018,valid
U2OS-05_4_J23_2,U2OS-05_4_J23,U2OS,test,U2OS-05,4,J23,2,treatment,s19079,1018,test
U2OS-05_4_K02_1,U2OS-05_4_K02,U2OS,test,U2OS-05,4,K02,1,treatment,s20555,322,test
U2OS-05_4_K02_2,U2OS-05_4_K02,U2OS,test,U2OS-05,4,K02,2,treatment,s20555,322,test
U2OS-05_4_K03_1,U2OS-05_4_K03,U2OS,test,U2OS-05,4,K03,1,treatment,s195006,234,test
U2OS-05_4_K03_2,U2OS-05_4_K03,U2OS,test,U2OS-05,4,K03,2,treatment,s195006,234,train
U2OS-05_4_K04_1,U2OS-05_4_K04,U2OS,test,U2OS-05,4,K04,1,treatment,s17744,820,valid
U2OS-05_4_K04_2,U2OS-05_4_K04,U2OS,test,U2OS-05,4,K04,2,treatment,s17744,820,test
U2OS-05_4_K05_1,U2OS-05_4_K05,U2OS,test,U2OS-05,4,K05,1,treatment,s19211,895,valid
U2OS-05_4_K05_2,U2OS-05_4_K05,U2OS,test,U2OS-05,4,K05,2,treatment,s19211,895,test
U2OS-05_4_K06_1,U2OS-05_4_K06,U2OS,test,U2OS-05,4,K06,1,treatment,s228500,1051,test
U2OS-05_4_K06_2,U2OS-05_4_K06,U2OS,test,U2OS-05,4,K06,2,treatment,s228500,1051,test
U2OS-05_4_K07_1,U2OS-05_4_K07,U2OS,test,U2OS-05,4,K07,1,treatment,s18352,665,valid
U2OS-05_4_K07_2,U2OS-05_4_K07,U2OS,test,U2OS-05,4,K07,2,treatment,s18352,665,test
U2OS-05_4_K08_1,U2OS-05_4_K08,U2OS,test,U2OS-05,4,K08,1,treatment,s20336,190,test
U2OS-05_4_K08_2,U2OS-05_4_K08,U2OS,test,U2OS-05,4,K08,2,treatment,s20336,190,test
U2OS-05_4_K09_1,U2OS-05_4_K09,U2OS,test,U2OS-05,4,K09,1,treatment,s228506,763,test
U2OS-05_4_K09_2,U2OS-05_4_K09,U2OS,test,U2OS-05,4,K09,2,treatment,s228506,763,test
U2OS-05_4_K10_1,U2OS-05_4_K10,U2OS,test,U2OS-05,4,K10,1,treatment,s19606,590,test
U2OS-05_4_K10_2,U2OS-05_4_K10,U2OS,test,U2OS-05,4,K10,2,treatment,s19606,590,test
U2OS-05_4_K11_1,U2OS-05_4_K11,U2OS,test,U2OS-05,4,K11,1,treatment,s19576,119,test
U2OS-05_4_K11_2,U2OS-05_4_K11,U2OS,test,U2OS-05,4,K11,2,treatment,s19576,119,test
U2OS-05_4_K12_1,U2OS-05_4_K12,U2OS,test,U2OS-05,4,K12,1,treatment,s18941,191,test
U2OS-05_4_K12_2,U2OS-05_4_K12,U2OS,test,U2OS-05,4,K12,2,treatment,s18941,191,test
U2OS-05_4_K13_1,U2OS-05_4_K13,U2OS,test,U2OS-05,4,K13,1,treatment,s18784,173,test
U2OS-05_4_K13_2,U2OS-05_4_K13,U2OS,test,U2OS-05,4,K13,2,treatment,s18784,173,test
U2OS-05_4_K14_1,U2OS-05_4_K14,U2OS,test,U2OS-05,4,K14,1,treatment,s20471,365,test
U2OS-05_4_K14_2,U2OS-05_4_K14,U2OS,test,U2OS-05,4,K14,2,treatment,s20471,365,test
U2OS-05_4_K15_1,U2OS-05_4_K15,U2OS,test,U2OS-05,4,K15,1,treatment,s20359,530,test
U2OS-05_4_K15_2,U2OS-05_4_K15,U2OS,test,U2OS-05,4,K15,2,treatment,s20359,530,valid
U2OS-05_4_K16_1,U2OS-05_4_K16,U2OS,test,U2OS-05,4,K16,1,treatment,s18697,916,test
U2OS-05_4_K16_2,U2OS-05_4_K16,U2OS,test,U2OS-05,4,K16,2,treatment,s18697,916,test
U2OS-05_4_K17_1,U2OS-05_4_K17,U2OS,test,U2OS-05,4,K17,1,treatment,s18250,405,test
U2OS-05_4_K17_2,U2OS-05_4_K17,U2OS,test,U2OS-05,4,K17,2,treatment,s18250,405,test
U2OS-05_4_K18_1,U2OS-05_4_K18,U2OS,test,U2OS-05,4,K18,1,treatment,s20091,691,valid
U2OS-05_4_K18_2,U2OS-05_4_K18,U2OS,test,U2OS-05,4,K18,2,treatment,s20091,691,test
U2OS-05_4_K19_1,U2OS-05_4_K19,U2OS,test,U2OS-05,4,K19,1,treatment,s19001,186,test
U2OS-05_4_K19_2,U2OS-05_4_K19,U2OS,test,U2OS-05,4,K19,2,treatment,s19001,186,valid
U2OS-05_4_K20_1,U2OS-05_4_K20,U2OS,test,U2OS-05,4,K20,1,treatment,s17957,525,test
U2OS-05_4_K20_2,U2OS-05_4_K20,U2OS,test,U2OS-05,4,K20,2,treatment,s17957,525,test
U2OS-05_4_K21_1,U2OS-05_4_K21,U2OS,test,U2OS-05,4,K21,1,treatment,s19753,337,test
U2OS-05_4_K21_2,U2OS-05_4_K21,U2OS,test,U2OS-05,4,K21,2,treatment,s19753,337,train
U2OS-05_4_K22_1,U2OS-05_4_K22,U2OS,test,U2OS-05,4,K22,1,treatment,s18457,586,test
U2OS-05_4_K22_2,U2OS-05_4_K22,U2OS,test,U2OS-05,4,K22,2,treatment,s18457,586,test
U2OS-05_4_K23_1,U2OS-05_4_K23,U2OS,test,U2OS-05,4,K23,1,treatment,s19996,599,test
U2OS-05_4_K23_2,U2OS-05_4_K23,U2OS,test,U2OS-05,4,K23,2,treatment,s19996,599,test
U2OS-05_4_L02_1,U2OS-05_4_L02,U2OS,test,U2OS-05,4,L02,1,treatment,s228513,603,test
U2OS-05_4_L02_2,U2OS-05_4_L02,U2OS,test,U2OS-05,4,L02,2,treatment,s228513,603,test
U2OS-05_4_L03_1,U2OS-05_4_L03,U2OS,test,U2OS-05,4,L03,1,treatment,s18592,120,test
U2OS-05_4_L03_2,U2OS-05_4_L03,U2OS,test,U2OS-05,4,L03,2,treatment,s18592,120,test
U2OS-05_4_L04_1,U2OS-05_4_L04,U2OS,test,U2OS-05,4,L04,1,treatment,s228527,755,test
U2OS-05_4_L04_2,U2OS-05_4_L04,U2OS,test,U2OS-05,4,L04,2,treatment,s228527,755,valid
U2OS-05_4_L05_1,U2OS-05_4_L05,U2OS,test,U2OS-05,4,L05,1,treatment,s17861,335,valid
U2OS-05_4_L05_2,U2OS-05_4_L05,U2OS,test,U2OS-05,4,L05,2,treatment,s17861,335,test
U2OS-05_4_L06_1,U2OS-05_4_L06,U2OS,test,U2OS-05,4,L06,1,treatment,s18493,197,test
U2OS-05_4_L06_2,U2OS-05_4_L06,U2OS,test,U2OS-05,4,L06,2,treatment,s18493,197,test
U2OS-05_4_L07_1,U2OS-05_4_L07,U2OS,test,U2OS-05,4,L07,1,treatment,s228514,410,test
U2OS-05_4_L07_2,U2OS-05_4_L07,U2OS,test,U2OS-05,4,L07,2,treatment,s228514,410,valid
U2OS-05_4_L08_1,U2OS-05_4_L08,U2OS,test,U2OS-05,4,L08,1,treatment,s18778,674,test
U2OS-05_4_L08_2,U2OS-05_4_L08,U2OS,test,U2OS-05,4,L08,2,treatment,s18778,674,test
U2OS-05_4_L09_1,U2OS-05_4_L09,U2OS,test,U2OS-05,4,L09,1,treatment,s19202,774,test
U2OS-05_4_L09_2,U2OS-05_4_L09,U2OS,test,U2OS-05,4,L09,2,treatment,s19202,774,test
U2OS-05_4_L10_1,U2OS-05_4_L10,U2OS,test,U2OS-05,4,L10,1,treatment,s228518,795,valid
U2OS-05_4_L10_2,U2OS-05_4_L10,U2OS,test,U2OS-05,4,L10,2,treatment,s228518,795,test
U2OS-05_4_L11_1,U2OS-05_4_L11,U2OS,test,U2OS-05,4,L11,1,treatment,s20073,614,valid
U2OS-05_4_L11_2,U2OS-05_4_L11,U2OS,test,U2OS-05,4,L11,2,treatment,s20073,614,test
U2OS-05_4_L12_1,U2OS-05_4_L12,U2OS,test,U2OS-05,4,L12,1,treatment,s228544,564,test
U2OS-05_4_L12_2,U2OS-05_4_L12,U2OS,test,U2OS-05,4,L12,2,treatment,s228544,564,test
U2OS-05_4_L13_1,U2OS-05_4_L13,U2OS,test,U2OS-05,4,L13,1,treatment,s225421,90,train
U2OS-05_4_L13_2,U2OS-05_4_L13,U2OS,test,U2OS-05,4,L13,2,treatment,s225421,90,valid
U2OS-05_4_L14_1,U2OS-05_4_L14,U2OS,test,U2OS-05,4,L14,1,treatment,s18962,888,test
U2OS-05_4_L14_2,U2OS-05_4_L14,U2OS,test,U2OS-05,4,L14,2,treatment,s18962,888,valid
U2OS-05_4_L15_1,U2OS-05_4_L15,U2OS,test,U2OS-05,4,L15,1,treatment,s19394,314,test
U2OS-05_4_L15_2,U2OS-05_4_L15,U2OS,test,U2OS-05,4,L15,2,treatment,s19394,314,valid
U2OS-05_4_L16_1,U2OS-05_4_L16,U2OS,test,U2OS-05,4,L16,1,treatment,s20365,359,test
U2OS-05_4_L16_2,U2OS-05_4_L16,U2OS,test,U2OS-05,4,L16,2,treatment,s20365,359,test
U2OS-05_4_L17_1,U2OS-05_4_L17,U2OS,test,U2OS-05,4,L17,1,treatment,s20142,719,test
U2OS-05_4_L17_2,U2OS-05_4_L17,U2OS,test,U2OS-05,4,L17,2,treatment,s20142,719,test
U2OS-05_4_L18_1,U2OS-05_4_L18,U2OS,test,U2OS-05,4,L18,1,treatment,s20679,922,valid
U2OS-05_4_L18_2,U2OS-05_4_L18,U2OS,test,U2OS-05,4,L18,2,treatment,s20679,922,train
U2OS-05_4_L19_1,U2OS-05_4_L19,U2OS,test,U2OS-05,4,L19,1,treatment,s225436,453,test
U2OS-05_4_L19_2,U2OS-05_4_L19,U2OS,test,U2OS-05,4,L19,2,treatment,s225436,453,test
U2OS-05_4_L20_1,U2OS-05_4_L20,U2OS,test,U2OS-05,4,L20,1,treatment,s225432,819,valid
U2OS-05_4_L20_2,U2OS-05_4_L20,U2OS,test,U2OS-05,4,L20,2,treatment,s225432,819,test
U2OS-05_4_L21_1,U2OS-05_4_L21,U2OS,test,U2OS-05,4,L21,1,treatment,s18881,977,test
U2OS-05_4_L21_2,U2OS-05_4_L21,U2OS,test,U2OS-05,4,L21,2,treatment,s18881,977,train
U2OS-05_4_L22_1,U2OS-05_4_L22,U2OS,test,U2OS-05,4,L22,1,treatment,s17705,171,test
U2OS-05_4_L22_2,U2OS-05_4_L22,U2OS,test,U2OS-05,4,L22,2,treatment,s17705,171,test
U2OS-05_4_L23_1,U2OS-05_4_L23,U2OS,test,U2OS-05,4,L23,1,treatment,s18730,248,train
U2OS-05_4_L23_2,U2OS-05_4_L23,U2OS,test,U2OS-05,4,L23,2,treatment,s18730,248,test
U2OS-05_4_M02_1,U2OS-05_4_M02,U2OS,test,U2OS-05,4,M02,1,treatment,s19732,821,test
U2OS-05_4_M02_2,U2OS-05_4_M02,U2OS,test,U2OS-05,4,M02,2,treatment,s19732,821,test
U2OS-05_4_M03_1,U2OS-05_4_M03,U2OS,test,U2OS-05,4,M03,1,positive_control,s13580,1111,test
U2OS-05_4_M03_2,U2OS-05_4_M03,U2OS,test,U2OS-05,4,M03,2,positive_control,s13580,1111,test
U2OS-05_4_M04_1,U2OS-05_4_M04,U2OS,test,U2OS-05,4,M04,1,treatment,s18427,278,valid
U2OS-05_4_M04_2,U2OS-05_4_M04,U2OS,test,U2OS-05,4,M04,2,treatment,s18427,278,test
U2OS-05_4_M05_1,U2OS-05_4_M05,U2OS,test,U2OS-05,4,M05,1,treatment,s19939,989,test
U2OS-05_4_M05_2,U2OS-05_4_M05,U2OS,test,U2OS-05,4,M05,2,treatment,s19939,989,test
U2OS-05_4_M06_1,U2OS-05_4_M06,U2OS,test,U2OS-05,4,M06,1,treatment,s20014,464,test
U2OS-05_4_M06_2,U2OS-05_4_M06,U2OS,test,U2OS-05,4,M06,2,treatment,s20014,464,test
